0	237.859
0	238.344
0	239.739
0	241.872
1	244.461
1	247.126
1	249.402
1	250.738
2	250.510
2	248.020
2	242.489
2	233.009
3	218.425
3	197.507
3	171.889
3	149.401
4	134.288
4	126.135
4	124.173
4	127.889
5	136.929
5	151.003
5	169.311
5	188.916
6	205.755
6	218.587
6	228.130
6	235.289
7	240.765
7	245.056
7	248.502
7	251.312
8	253.580
8	255.291
8	256.329
8	256.470
9	255.384
9	252.624
9	247.612
9	239.585
10	227.485
10	209.796
10	185.315
10	158.444
11	137.224
11	123.232
11	115.825
11	114.618
12	119.501
12	130.640
12	148.707
12	174.285
13	202.601
13	225.971
13	243.944
13	258.163
14	269.831
14	279.770
14	288.582
14	296.745
15	304.645
15	312.600
15	320.869
15	329.657
16	339.132
16	349.426
16	0.665
16	12.998
17	26.640
17	41.911
17	59.280
17	79.513
18	104.057
18	136.103
18	181.042
18	225.128
19	256.195
19	279.900
19	299.341
19	315.892
20	330.226
20	342.695
20	353.557
20	3.145
21	11.938
21	20.525
21	29.547
21	39.638
22	51.398
22	65.428
22	82.462
22	103.689
23	131.545
23	170.640
23	213.846
23	245.006
24	267.303
24	283.792
24	295.653
24	303.376
25	307.296
25	307.826
25	305.495
25	300.911
26	294.688
26	287.381
26	279.451
26	271.251
27	263.037
27	254.979
27	247.179
27	239.664
28	232.395
28	225.263
28	218.095
28	210.676
29	202.816
29	194.467
29	185.906
29	177.849
30	171.301
30	167.206
30	166.206
30	168.522
31	173.788
31	180.809
31	187.676
31	192.530
32	194.271
32	192.603
32	187.825
32	180.695
33	172.308
33	163.754
33	155.717
33	148.387
34	141.634
34	135.205
34	128.838
34	122.320
35	115.511
35	108.344
35	100.828
35	93.043
36	85.140
36	77.349
36	69.987
36	63.478
37	58.344
37	55.190
37	54.645
37	57.296
38	63.625
38	74.020
38	88.933
38	109.302
39	137.533
39	177.870
39	219.537
39	249.425
40	271.615
40	289.024
40	303.015
40	314.371
41	323.691
41	331.553
41	338.551
41	345.285
42	352.319
42	0.155
42	9.189
42	19.690
43	31.821
43	45.737
43	61.749
43	80.497
44	103.269
44	132.882
44	174.738
44	219.612
45	252.057
45	276.596
45	296.464
45	313.048
46	327.021
46	338.788
46	348.676
46	356.968
47	3.854
47	9.417
47	13.662
47	16.561
48	18.085
48	18.231
48	17.023
48	14.518
49	10.789
49	5.903
49	359.879
49	352.640
50	343.991
50	333.659
50	321.396
50	307.012
51	290.275
51	270.674
51	247.031
51	216.718
52	176.798
52	139.039
52	111.509
52	90.362
53	73.268
53	59.285
53	48.137
53	39.882
54	34.679
54	32.644
54	33.783
54	37.998
55	45.080
55	54.719
55	66.581
55	80.435
56	96.283
56	114.474
56	135.858
56	161.636
57	190.365
57	215.540
57	235.135
57	250.464
58	262.415
58	271.236
58	276.763
58	278.594
59	276.227
59	269.139
59	256.723
59	237.921
60	210.442
60	173.012
60	138.926
60	115.114
61	98.346
61	86.482
61	78.363
61	73.219
62	70.436
62	69.487
62	69.924
62	71.386
63	73.602
63	76.400
63	79.702
63	83.532
64	88.014
64	93.381
64	99.984
64	108.333
65	119.154
65	133.543
65	153.128
65	178.967
66	205.992
66	227.260
66	241.974
66	250.698
67	253.615
67	250.657
67	241.597
67	225.807
68	201.903
68	170.635
68	141.902
68	120.348
69	104.078
69	91.415
69	81.299
69	72.986
70	65.886
70	59.504
70	53.418
70	47.274
71	40.781
71	33.707
71	25.874
71	17.145
72	7.416
72	356.589
72	344.531
72	331.033
73	315.773
73	298.255
73	277.653
73	252.362
74	218.758
74	171.988
74	129.529
74	99.624
75	76.507
75	57.384
75	40.969
75	26.601
76	13.926
76	2.712
76	352.706
76	343.552
77	334.799
77	325.941
77	316.448
77	305.773
78	293.345
78	278.488
78	260.242
78	236.910
79	205.188
79	164.734
79	131.171
79	107.862
80	91.557
80	80.821
80	75.145
80	74.249
81	77.789
81	85.312
81	96.381
81	110.751
82	128.558
82	150.370
82	176.088
82	201.514
83	222.358
83	239.011
83	252.732
83	264.280
84	273.979
84	281.854
84	287.699
84	291.134
85	291.668
85	288.763
85	281.890
85	270.490
86	253.753
86	229.981
86	195.699
86	154.729
87	123.652
87	101.873
87	86.049
87	74.545
88	66.451
88	61.125
88	58.030
88	56.691
89	56.696
89	57.708
89	59.474
89	61.827
90	64.693
90	68.087
90	72.121
90	77.001
91	83.038
91	90.663
91	100.468
91	113.305
92	130.526
92	154.340
92	185.708
92	215.705
93	237.660
93	252.547
93	261.360
93	264.455
94	261.964
94	253.948
94	240.214
94	219.840
95	191.073
95	157.634
95	129.916
95	108.463
96	90.990
96	76.054
96	62.766
96	50.512
97	38.811
97	27.256
97	15.483
97	3.166
98	350.024
98	335.790
98	320.133
98	302.559
99	282.266
99	257.783
99	225.930
99	180.951
100	135.707
